"Surveyed_by","Date","method","SubplotID","SPP","PlantID","Phen","Leaf","Dam","Chew","mScrape","iScrape","Mine","Gall","Window","Lspot","Rust","Pmildew","Dmildew","Blight","wet","rhiz.like","clorosis","white.mildew.like.thing","thrips","tent","scler.like","Phomopsis","lf.curl","necrotic.lesion","Chlorotic.spots","Choking","slime_mold_like","Notes","disease","herbivory","tot.damage","SPP2","SubplotID2"
"fh","08.Aug.19","touching","A3.2.2","Centaurea jacea",20,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.2.2"
"fh","08.Aug.19","touching","A3.2.2","Centaurea jacea",20,"b",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.2.2"
"fh","08.Aug.19","touching","A3.2.2","Centaurea jacea",20,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.2.2"
"fh","08.Aug.19","touching","A3.2.2","Centaurea jacea",20,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.2.2"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",1,"v",1,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"",5,5,10,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",1,"v",2,"d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,"",8,10,18,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",1,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",2,"v",1,"d",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,5,6,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",2,"v",2,"d",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",2,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",3,"v",1,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",3,"v",2,"d",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,15,15,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",3,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",3,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",3,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",4,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",4,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",5,"v",1,"d",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",5,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",5,"v",3,"d",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",5,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 2",5,"v",5,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Carex festuca-like","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Danthonia decumbens",6,"v",1,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Danthonia","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Danthonia decumbens",6,"v",2,"d",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"",5,0,5,"Danthonia","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Danthonia decumbens",6,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Danthonia","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Danthonia decumbens",6,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Danthonia","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Danthonia decumbens",6,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Danthonia","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carlina acaulis",7,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carlina acaulis","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carlina acaulis",7,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carlina acaulis","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carlina acaulis",7,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carlina acaulis","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Brachypodium pinnatum",8,"v",1,"d",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,20,20,"Brachypodium pinnatum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Brachypodium pinnatum",8,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",9,"v",1,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",9,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",9,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",9,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",10,"v",1,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",10,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",10,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Potentilla sp",11,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Potentilla sp","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Potentilla sp",11,"v",2,"d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Potentilla sp","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Potentilla sp",11,"v",3,"d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Potentilla sp","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Potentilla sp",11,"v",4,"d",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"Potentilla sp","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Potentilla sp",11,"v",5,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Potentilla sp","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",12,"v",1,"d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",12,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",12,"v",3,"d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Festuca rubra",12,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca rubra","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",13,"v",1,"d",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",13,"v",2,"d",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"",4,0,4,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",13,"v",3,"d",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Brachypodium pinnatum",14,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Brachypodium pinnatum",14,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Dactylis glomerata",15,"v",1,"d",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Dactylus glomerata","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Dactylis glomerata",15,"v",2,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Dactylus glomerata","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Dactylis glomerata",15,"v",3,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Dactylus glomerata","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Dactylis glomerata",15,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Dactylus glomerata","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",16,"v",1,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",16,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Bromus sp / Koeleria sp",16,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Dactylis glomerata",17,"v",1,"d",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,2,"Dactylus glomerata","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Dactylis glomerata",17,"v",2,"d",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Dactylus glomerata","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Dactylis glomerata",17,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Dactylus glomerata","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Trifolium montanum",18,"s",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Trifolium montanum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Trifolium montanum",18,"s",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Trifolium montanum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Trifolium montanum",18,"s",3,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Trifolium montanum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Trifolium montanum",18,"s",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Trifolium montanum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Trifolium montanum",18,"s",5,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Trifolium montanum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 1",19,"v",1,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Carex sp 1","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 1",19,"v",2,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Carex sp 1","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 1",19,"v",3,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Carex sp 1","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 1",19,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex sp 1","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Carex sp 1",19,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex sp 1","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Brachypodium pinnatum",20,"v",1,"d",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Brachypodium pinnatum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Brachypodium pinnatum",20,"v",2,"d",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Brachypodium pinnatum","A3.3.1"
"fh","08.Aug.19","touching","A3.3.1","Brachypodium pinnatum",20,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","A3.3.1"
"fh","08.Aug.19","touching","A3.5.4","Plantago lanceolata",1,"s",1,"d",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"Plantago lanceolata","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Plantago lanceolata",1,"s",2,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Plantago lanceolata","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Plantago lanceolata",1,"s",3,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Plantago lanceolata","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Plantago lanceolata",1,"s",4,"d",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"Plantago lanceolata","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Plantago lanceolata",1,"s",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Plantago lanceolata","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",2,"v",1,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",2,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",2,"v",3,"d",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",2,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Helianthemum nummularium",3,"s",1,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Helianthemum nummularium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Helianthemum nummularium",3,"s",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Helianthemum nummularium",3,"s",3,"d",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Helianthemum nummularium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Helianthemum nummularium",3,"s",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Helianthemum nummularium",3,"s",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Potentilla sp",4,"v",1,"d",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,20,20,"Potentilla sp","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Potentilla sp",4,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Potentilla sp","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",5,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",5,"v",2,"d",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,2,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",5,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Bromus sp / Koeleria sp",5,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Brachypodium pinnatum",6,"b",1,"d",0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,4,"Brachypodium pinnatum","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Brachypodium pinnatum",6,"b",2,"d",0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,4,"Brachypodium pinnatum","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Brachypodium pinnatum",6,"b",3,"d",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"Brachypodium pinnatum","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Brachypodium pinnatum",6,"b",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Achillea millefolium",7,"v",1,"d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Achillea millefolium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Achillea millefolium",7,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Achillea millefolium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Achillea millefolium",7,"v",3,"d",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,20,20,"Achillea millefolium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Achillea millefolium",7,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Achillea millefolium","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Peucedanum oreoselinum",8,"v",1,"d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,"",0,10,10,"Peucidanum","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Peucedanum oreoselinum",8,"v",2,"d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,"",0,20,20,"Peucidanum","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Peucedanum oreoselinum",8,"v",3,"d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,"",0,10,10,"Peucidanum","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Carex sp 1",9,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex sp 1","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Carex sp 1",9,"v",2,"d",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Carex sp 1","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Carex sp 1",9,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex sp 1","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Carex sp 1",9,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Carex sp 1","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Carex sp 1",9,"v",5,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Carex sp 1","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Centaurea jacea",10,"f",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Centaurea jacea",10,"f",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Centaurea jacea",10,"f",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Centaurea jacea",10,"f",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.5.4"
"fh","08.Aug.19","touching","A3.5.4","Centaurea jacea",10,"f",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Centaurea jacea","A3.5.4"
